SOFIAN a joue pendant 197.308 secondes
AAAAAAASOFIAN a joue pendant 90.095 secondes
SOFIAN a joue pendant 157.594 secondes
NATHAN a joue pendant 186.339 secondes
ANNAELLE a joue pendant 98.216 secondes
ANNAELLE a joue pendant 123.341 secondes
CHLOE a joue pendant 154.395 secondes
SOFIAN a joue pendant 94.209 secondes

SOFIAN a gagne en 12.794 secondes
